system:index,AFG,BGR,LTR,PFG,SHR,TRE,Total,latitude,longitude
55733,4,43,11,3,13,5,79,38.238182457237826,-109.3834055
55734,4,36,11,4,13,6,74,38.238182457237826,-109.383136
55735,3,37,11,3,14,5,73,38.238182457237826,-109.3828665
55736,3,39,9,3,13,5,72,38.238182457237826,-109.382597
55737,5,38,9,4,10,6,72,38.238182457237826,-109.3823275
55738,5,36,10,3,10,6,70,38.238182457237826,-109.382058
55739,6,39,9,4,11,5,74,38.238182457237826,-109.3817885
55740,9,45,9,5,10,2,80,38.238182457237826,-109.381519
55741,15,39,10,6,10,1,81,38.238182457237826,-109.3812495
55742,19,35,12,7,10,1,84,38.238182457237826,-109.38098
55743,21,38,13,7,10,0,89,38.238182457237826,-109.3807105
55744,21,39,13,7,10,0,90,38.238182457237826,-109.380441
55745,21,40,13,8,10,0,92,38.238182457237826,-109.3801716
55746,13,27,10,8,8,1,67,38.238182457237826,-109.3799021
55747,7,27,9,11,7,2,63,38.238182457237826,-109.3796326
55748,7,34,9,8,8,3,69,38.238182457237826,-109.3793631
55749,8,38,11,6,9,4,76,38.238182457237826,-109.3790936
55750,12,33,13,7,9,3,77,38.238182457237826,-109.3788241
55751,11,33,13,9,10,3,79,38.238182457237826,-109.3785546
55752,10,39,14,8,9,3,83,38.238182457237826,-109.3782851
55753,10,40,14,8,8,3,83,38.238182457237826,-109.3780156
55754,9,39,16,10,8,3,85,38.238182457237826,-109.3777461
55755,9,41,15,11,10,2,88,38.238182457237826,-109.3774766
55756,7,46,14,10,12,2,91,38.238182457237826,-109.3772071
55757,4,49,13,8,14,2,90,38.238182457237826,-109.3769376
55758,4,48,13,7,15,2,89,38.238182457237826,-109.3766681
55759,3,48,12,5,14,3,85,38.238182457237826,-109.3763986
55760,3,46,11,5,15,4,84,38.238182457237826,-109.3761291
55761,3,41,10,3,12,7,76,38.238182457237826,-109.3758596
55762,2,41,10,3,12,7,75,38.238182457237826,-109.3755901
55763,3,45,10,2,13,6,79,38.238182457237826,-109.3753206
55764,3,33,10,0,11,8,65,38.238182457237826,-109.3750512
55765,1,31,11,0,8,15,66,38.238182457237826,-109.3747817
55766,4,37,12,3,14,5,75,38.238182457237826,-109.3745122
55767,2,47,10,4,14,2,79,38.238182457237826,-109.3742427
55768,1,35,9,2,9,9,65,38.238182457237826,-109.3739732
55769,3,39,11,2,12,8,75,38.238182457237826,-109.3737037
55770,1,37,10,1,10,11,70,38.238182457237826,-109.3734342
55771,2,39,11,1,12,9,74,38.238182457237826,-109.3731647
55772,3,40,12,3,14,7,79,38.238182457237826,-109.3728952
55773,3,37,12,4,12,9,77,38.238182457237826,-109.3726257
55774,2,32,13,2,9,15,73,38.238182457237826,-109.3723562
55775,2,32,13,1,9,16,73,38.238182457237826,-109.3720867
55776,3,36,12,0,10,13,74,38.238182457237826,-109.3718172
55777,4,41,12,2,12,8,79,38.238182457237826,-109.3715477
55778,6,44,13,5,13,4,85,38.238182457237826,-109.3712782
55779,5,47,12,5,13,4,86,38.238182457237826,-109.3710087
55780,5,43,12,7,14,3,84,38.238182457237826,-109.3707392
55781,4,39,12,4,12,8,79,38.238182457237826,-109.3704697
55782,3,32,13,1,9,14,72,38.238182457237826,-109.3702003
55783,1,31,11,0,9,17,69,38.238182457237826,-109.3699308
55784,1,29,12,0,8,22,72,38.238182457237826,-109.3696613
55785,2,29,14,1,9,24,79,38.238182457237826,-109.3693918
55786,2,31,15,5,12,18,83,38.238182457237826,-109.3691223
55787,3,28,12,11,17,2,73,38.238182457237826,-109.3688528
55788,2,28,10,9,16,0,65,38.238182457237826,-109.3685833
55789,2,43,7,7,7,2,68,38.238182457237826,-109.3683138
55790,1,46,6,2,8,4,67,38.238182457237826,-109.3680443
55791,1,45,6,2,8,5,67,38.238182457237826,-109.3677748
55792,1,46,6,3,8,5,69,38.238182457237826,-109.3675053
55793,1,48,6,4,8,5,72,38.238182457237826,-109.3672358
55794,1,47,6,3,8,5,70,38.238182457237826,-109.3669663
55795,1,42,6,2,8,6,65,38.238182457237826,-109.3666968
55796,2,39,7,3,10,5,66,38.238182457237826,-109.3664273
55797,3,43,9,3,10,5,73,38.238182457237826,-109.3661578
55798,4,45,11,0,11,9,80,38.238182457237826,-109.3658883
55799,4,50,12,1,14,5,86,38.238182457237826,-109.3656188
55800,3,50,11,2,12,6,84,38.238182457237826,-109.3653493
55801,3,46,11,2,10,9,81,38.238182457237826,-109.3650799
55802,4,39,12,2,9,11,77,38.238182457237826,-109.3648104
55803,3,40,11,1,10,10,75,38.238182457237826,-109.3645409
55804,3,42,11,1,11,11,79,38.238182457237826,-109.3642714
55805,4,38,12,1,9,13,77,38.238182457237826,-109.3640019
55806,3,29,11,2,5,14,64,38.238182457237826,-109.3637324
55807,2,25,11,2,7,14,61,38.238182457237826,-109.3634629
55808,1,25,10,2,8,12,58,38.238182457237826,-109.3631934
55809,1,30,10,2,10,11,64,38.238182457237826,-109.3629239
55810,0,32,7,1,12,4,56,38.238182457237826,-109.3626544
55811,5,40,7,9,8,2,71,38.238182457237826,-109.3623849
55812,3,41,8,9,6,1,68,38.238182457237826,-109.3621154
55813,4,45,6,8,6,2,71,38.238182457237826,-109.3618459
55814,2,44,5,5,8,2,66,38.238182457237826,-109.3615764
55815,2,44,5,3,8,2,64,38.238182457237826,-109.3613069
55816,4,43,7,4,8,4,70,38.238182457237826,-109.3610374
55817,2,34,7,4,9,5,61,38.238182457237826,-109.3607679
55818,3,35,8,5,10,6,67,38.238182457237826,-109.3604984
55819,2,33,9,3,8,9,64,38.238182457237826,-109.360229
55820,2,29,10,2,6,12,61,38.238182457237826,-109.3599595
55821,2,30,9,3,6,11,61,38.238182457237826,-109.35969
55822,1,29,10,2,5,14,61,38.238182457237826,-109.3594205
55823,2,30,10,2,4,16,64,38.238182457237826,-109.359151
55824,2,36,10,1,6,13,68,38.238182457237826,-109.3588815
55825,1,45,9,0,11,9,75,38.238182457237826,-109.358612
55826,2,36,8,5,10,4,65,38.238182457237826,-109.3583425
55827,2,32,7,4,8,5,58,38.238182457237826,-109.358073
55828,2,34,8,2,7,7,60,38.238182457237826,-109.3578035
55829,2,29,9,4,7,9,60,38.238182457237826,-109.357534
55830,1,30,8,4,9,8,60,38.238182457237826,-109.3572645
55831,1,31,9,3,8,11,63,38.238182457237826,-109.356995
55832,2,26,10,4,6,14,62,38.238182457237826,-109.3567255
55833,6,25,13,10,7,11,72,38.238182457237826,-109.356456
55834,33,23,11,16,7,1,91,38.238182457237826,-109.3561865
55835,33,23,11,17,7,1,92,38.238182457237826,-109.355917
55836,34,23,11,16,6,1,91,38.238182457237826,-109.3556475
55837,31,24,11,13,6,1,86,38.238182457237826,-109.355378
55838,32,25,11,14,6,1,89,38.238182457237826,-109.3551086
55839,35,22,11,14,8,1,91,38.238182457237826,-109.3548391
55840,33,18,10,17,11,2,91,38.238182457237826,-109.3545696
55841,31,17,11,18,11,2,90,38.238182457237826,-109.3543001
55842,30,18,11,18,9,1,87,38.238182457237826,-109.3540306
55843,26,22,11,19,9,2,89,38.238182457237826,-109.3537611
55844,6,22,11,14,13,11,77,38.238182457237826,-109.3534916
55845,2,20,11,9,12,8,62,38.238182457237826,-109.3532221
55846,2,23,10,8,12,6,61,38.238182457237826,-109.3529526
55847,3,29,10,7,13,6,68,38.238182457237826,-109.3526831
55848,2,30,11,3,12,10,68,38.238182457237826,-109.3524136
55849,0,29,12,0,12,15,68,38.238182457237826,-109.3521441
55850,1,30,12,1,12,14,70,38.238182457237826,-109.3518746
55851,2,32,13,0,11,15,73,38.238182457237826,-109.3516051
55852,2,36,13,0,11,16,78,38.238182457237826,-109.3513356
55853,20,35,14,11,13,0,93,38.23791296265259,-109.4068515
55854,17,36,14,12,14,0,93,38.23791296265259,-109.406582
55855,18,37,14,11,12,0,92,38.23791296265259,-109.4063125
55856,18,37,14,11,13,0,93,38.23791296265259,-109.406043
55857,17,36,14,13,13,0,93,38.23791296265259,-109.4057735
55858,17,36,14,13,13,0,93,38.23791296265259,-109.405504
55859,16,37,14,13,12,0,92,38.23791296265259,-109.4052345
55860,15,38,15,13,13,0,94,38.23791296265259,-109.4049651
55861,14,39,14,13,13,0,93,38.23791296265259,-109.4046956
55862,14,39,14,13,13,0,93,38.23791296265259,-109.4044261
55863,15,38,14,12,13,0,92,38.23791296265259,-109.4041566
55864,15,37,13,13,13,0,91,38.23791296265259,-109.4038871
55865,16,35,14,13,13,0,91,38.23791296265259,-109.4036176
55866,18,35,13,12,13,0,91,38.23791296265259,-109.4033481
55867,20,34,13,11,13,0,91,38.23791296265259,-109.4030786
55868,20,34,14,12,12,0,92,38.23791296265259,-109.4028091
55869,15,37,14,13,13,0,92,38.23791296265259,-109.4025396
55870,11,41,14,13,13,0,92,38.23791296265259,-109.4022701
55871,9,43,14,13,13,1,93,38.23791296265259,-109.4020006
55872,11,42,14,13,13,0,93,38.23791296265259,-109.4017311
55873,12,40,15,13,14,0,94,38.23791296265259,-109.4014616
55874,11,41,14,13,14,0,93,38.23791296265259,-109.4011921
55875,11,42,14,12,13,0,92,38.23791296265259,-109.4009226
55876,12,42,14,12,13,0,93,38.23791296265259,-109.4006531
55877,11,41,14,12,14,0,92,38.23791296265259,-109.4003836
55878,11,42,14,11,14,0,92,38.23791296265259,-109.4001142
55879,12,40,14,12,14,0,92,38.23791296265259,-109.3998447
55880,12,39,14,13,14,0,92,38.23791296265259,-109.3995752
55881,11,39,15,13,15,0,93,38.23791296265259,-109.3993057
55882,9,39,15,13,15,0,91,38.23791296265259,-109.3990362
55883,9,41,14,11,15,0,90,38.23791296265259,-109.3987667
55884,9,44,13,10,15,0,91,38.23791296265259,-109.3984972
55885,8,45,13,10,15,0,91,38.23791296265259,-109.3982277
55886,6,44,14,10,16,1,91,38.23791296265259,-109.3979582
55887,6,43,14,10,15,1,89,38.23791296265259,-109.3976887
55888,5,43,14,10,14,2,88,38.23791296265259,-109.3974192
55889,7,44,14,12,15,1,93,38.23791296265259,-109.3971497
55890,11,42,14,13,15,0,95,38.23791296265259,-109.3968802
55891,12,41,14,13,15,0,95,38.23791296265259,-109.3966107
55892,8,44,13,13,15,0,93,38.23791296265259,-109.3963412
55893,5,46,13,11,14,1,90,38.23791296265259,-109.3960717
55894,5,49,12,11,14,1,92,38.23791296265259,-109.3958022
55895,7,47,12,11,15,1,93,38.23791296265259,-109.3955327
55896,12,42,13,11,15,0,93,38.23791296265259,-109.3952632
55897,11,42,14,12,15,0,94,38.23791296265259,-109.3949938
55898,9,42,14,13,15,1,94,38.23791296265259,-109.3947243
55899,7,42,13,12,14,1,89,38.23791296265259,-109.3944548
55900,6,44,13,11,13,2,89,38.23791296265259,-109.3941853
55901,6,43,13,11,14,2,89,38.23791296265259,-109.3939158
55902,9,41,14,13,14,1,92,38.23791296265259,-109.3936463
55903,10,41,14,14,14,1,94,38.23791296265259,-109.3933768
55904,10,41,14,14,14,1,94,38.23791296265259,-109.3931073
55905,12,38,14,13,13,1,91,38.23791296265259,-109.3928378
55906,13,37,14,13,13,0,90,38.23791296265259,-109.3925683
55907,13,39,14,13,12,0,91,38.23791296265259,-109.3922988
55908,12,40,15,14,12,0,93,38.23791296265259,-109.3920293
55909,14,38,15,14,12,0,93,38.23791296265259,-109.3917598
55910,16,36,14,13,12,0,91,38.23791296265259,-109.3914903
55911,13,37,14,14,13,0,91,38.23791296265259,-109.3912208
55912,13,36,13,13,13,0,88,38.23791296265259,-109.3909513
55913,15,35,13,12,13,0,88,38.23791296265259,-109.3906818
55914,14,37,14,13,13,0,91,38.23791296265259,-109.3904123
55915,12,39,15,13,13,0,92,38.23791296265259,-109.3901429
55916,8,40,14,11,13,2,88,38.23791296265259,-109.3898734
55917,8,39,14,10,13,2,86,38.23791296265259,-109.3896039
55918,9,38,15,12,14,2,90,38.23791296265259,-109.3893344
55919,9,40,15,13,13,1,91,38.23791296265259,-109.3890649
55920,8,42,15,12,11,2,90,38.23791296265259,-109.3887954
55921,11,42,14,12,11,2,92,38.23791296265259,-109.3885259
55922,16,37,13,9,9,1,85,38.23791296265259,-109.3882564
55923,21,32,11,9,7,0,80,38.23791296265259,-109.3879869
55924,20,30,11,8,7,1,77,38.23791296265259,-109.3877174
55925,25,29,13,12,7,1,87,38.23791296265259,-109.3874479
55926,30,28,12,12,5,0,87,38.23791296265259,-109.3871784
55927,28,30,11,10,4,0,83,38.23791296265259,-109.3869089
55928,24,31,11,11,6,1,84,38.23791296265259,-109.3866394
55929,18,35,14,12,8,1,88,38.23791296265259,-109.3863699
55930,17,36,15,12,9,2,91,38.23791296265259,-109.3861004
55931,19,37,15,11,8,1,91,38.23791296265259,-109.3858309
55932,18,38,15,11,9,1,92,38.23791296265259,-109.3855614
55933,14,41,14,11,11,1,92,38.23791296265259,-109.3852919
55934,12,36,14,9,12,4,87,38.23791296265259,-109.3850225
55935,10,35,13,7,13,4,82,38.23791296265259,-109.384753
55936,7,38,12,4,14,5,80,38.23791296265259,-109.3844835
55937,3,43,11,1,15,6,79,38.23791296265259,-109.384214
55938,3,44,11,3,16,4,81,38.23791296265259,-109.3839445
55939,2,41,11,1,12,9,76,38.23791296265259,-109.383675
55940,3,28,11,2,8,14,66,38.23791296265259,-109.3834055
55941,5,26,12,2,8,12,65,38.23791296265259,-109.383136
55942,7,33,11,5,13,4,73,38.23791296265259,-109.3828665
55943,6,36,11,3,12,6,74,38.23791296265259,-109.382597
55944,6,30,10,5,12,6,69,38.23791296265259,-109.3823275
55945,9,30,11,6,12,5,73,38.23791296265259,-109.382058
55946,13,36,11,6,11,3,80,38.23791296265259,-109.3817885
55947,12,45,10,6,10,2,85,38.23791296265259,-109.381519
55948,11,46,9,4,9,1,80,38.23791296265259,-109.3812495
55949,14,41,10,5,9,1,80,38.23791296265259,-109.38098
55950,17,39,11,5,9,1,82,38.23791296265259,-109.3807105
55951,18,39,12,6,10,1,86,38.23791296265259,-109.380441
55952,20,37,12,7,11,0,87,38.23791296265259,-109.3801716
55953,14,32,10,7,10,1,74,38.23791296265259,-109.3799021
55954,8,23,9,11,8,2,61,38.23791296265259,-109.3796326
55955,7,25,10,8,8,4,62,38.23791296265259,-109.3793631
55956,8,39,11,5,10,4,77,38.23791296265259,-109.3790936
55957,8,36,10,6,9,3,72,38.23791296265259,-109.3788241
55958,8,33,11,7,9,4,72,38.23791296265259,-109.3785546
55959,8,35,11,7,9,4,74,38.23791296265259,-109.3782851
55960,8,41,13,8,9,3,82,38.23791296265259,-109.3780156
55961,8,39,15,10,9,3,84,38.23791296265259,-109.3777461
55962,8,41,15,11,9,3,87,38.23791296265259,-109.3774766
55963,8,43,15,12,10,2,90,38.23791296265259,-109.3772071
55964,7,45,14,12,9,2,89,38.23791296265259,-109.3769376
55965,6,46,13,11,10,2,88,38.23791296265259,-109.3766681
55966,5,47,13,10,11,1,87,38.23791296265259,-109.3763986
55967,3,51,10,4,13,2,83,38.23791296265259,-109.3761291
55968,2,47,9,3,13,5,79,38.23791296265259,-109.3758596
55969,2,41,10,4,12,6,75,38.23791296265259,-109.3755901
55970,3,42,10,3,12,6,76,38.23791296265259,-109.3753206
55971,2,31,9,0,9,9,60,38.23791296265259,-109.3750512
55972,3,32,12,0,8,14,69,38.23791296265259,-109.3747817
55973,1,37,10,0,12,7,67,38.23791296265259,-109.3745122
55974,1,44,9,2,12,5,73,38.23791296265259,-109.3742427
55975,1,41,10,3,11,5,71,38.23791296265259,-109.3739732
55976,2,41,11,0,11,9,74,38.23791296265259,-109.3737037
55977,1,37,10,1,10,11,70,38.23791296265259,-109.3734342
55978,2,41,10,1,11,9,74,38.23791296265259,-109.3731647
55979,3,43,11,0,12,10,79,38.23791296265259,-109.3728952
55980,3,42,11,1,13,8,78,38.23791296265259,-109.3726257
55981,2,38,11,2,14,8,75,38.23791296265259,-109.3723562
55982,2,39,11,1,13,10,76,38.23791296265259,-109.3720867
55983,3,44,11,1,13,9,81,38.23791296265259,-109.3718172
55984,4,48,12,4,14,4,86,38.23791296265259,-109.3715477
55985,4,47,11,4,13,4,83,38.23791296265259,-109.3712782
55986,4,43,12,3,12,8,82,38.23791296265259,-109.3710087
55987,4,39,12,2,11,11,79,38.23791296265259,-109.3707392
55988,3,34,12,1,10,12,72,38.23791296265259,-109.3704697
55989,2,32,12,0,10,16,72,38.23791296265259,-109.3702003
55990,1,31,11,0,11,16,70,38.23791296265259,-109.3699308
55991,2,32,12,0,14,15,75,38.23791296265259,-109.3696613
55992,2,31,14,5,16,12,80,38.23791296265259,-109.3693918
55993,0,32,12,6,18,7,75,38.23791296265259,-109.3691223
55994,1,28,8,8,15,0,60,38.23791296265259,-109.3688528
55995,1,51,6,4,8,2,72,38.23791296265259,-109.3685833
55996,0,50,6,1,8,4,69,38.23791296265259,-109.3683138
55997,1,49,6,2,8,4,70,38.23791296265259,-109.3680443
55998,1,47,6,3,9,5,71,38.23791296265259,-109.3677748
55999,1,46,6,2,8,6,69,38.23791296265259,-109.3675053
56000,1,46,7,3,8,5,70,38.23791296265259,-109.3672358
56001,1,43,7,3,9,5,68,38.23791296265259,-109.3669663
56002,1,41,8,3,10,6,69,38.23791296265259,-109.3666968
56003,3,42,9,4,11,6,75,38.23791296265259,-109.3664273
56004,4,42,11,0,11,10,78,38.23791296265259,-109.3661578
56005,5,39,11,0,9,11,75,38.23791296265259,-109.3658883
56006,5,48,13,3,13,6,88,38.23791296265259,-109.3656188
56007,5,49,12,3,12,4,85,38.23791296265259,-109.3653493
56008,5,44,12,4,10,7,82,38.23791296265259,-109.3650799
56009,4,42,12,1,10,9,78,38.23791296265259,-109.3648104
56010,4,41,11,1,10,10,77,38.23791296265259,-109.3645409
56011,4,44,11,1,12,9,81,38.23791296265259,-109.3642714
56012,4,43,12,1,12,9,81,38.23791296265259,-109.3640019
56013,6,32,13,3,7,12,73,38.23791296265259,-109.3637324
56014,3,26,12,1,5,15,62,38.23791296265259,-109.3634629
56015,3,27,10,2,6,12,60,38.23791296265259,-109.3631934
56016,6,33,11,11,10,7,78,38.23791296265259,-109.3629239
56017,2,42,9,4,10,6,73,38.23791296265259,-109.3626544
56018,2,56,6,5,10,1,80,38.23791296265259,-109.3623849
56019,1,35,8,3,9,4,60,38.23791296265259,-109.3621154
56020,3,43,8,6,9,3,72,38.23791296265259,-109.3618459
56021,1,40,6,4,8,3,62,38.23791296265259,-109.3615764
56022,3,39,6,5,10,2,65,38.23791296265259,-109.3613069
56023,3,41,6,3,9,4,66,38.23791296265259,-109.3610374
56024,4,43,8,2,8,5,70,38.23791296265259,-109.3607679
56025,4,36,9,4,8,8,69,38.23791296265259,-109.3604984
56026,3,32,10,3,7,10,65,38.23791296265259,-109.360229
56027,4,30,10,4,7,9,64,38.23791296265259,-109.3599595
56028,3,31,9,4,7,9,63,38.23791296265259,-109.35969
56029,2,34,10,2,8,12,68,38.23791296265259,-109.3594205
56030,1,34,10,1,6,13,65,38.23791296265259,-109.359151
56031,1,36,10,0,6,14,67,38.23791296265259,-109.3588815
56032,1,41,10,0,10,11,73,38.23791296265259,-109.358612
56033,1,35,8,3,8,6,61,38.23791296265259,-109.3583425
56034,2,33,7,3,7,6,58,38.23791296265259,-109.358073
56035,2,34,8,2,7,8,61,38.23791296265259,-109.3578035
56036,2,28,9,4,7,11,61,38.23791296265259,-109.357534
56037,1,29,9,4,8,10,61,38.23791296265259,-109.3572645
56038,1,35,8,2,10,8,64,38.23791296265259,-109.356995
56039,2,34,10,3,9,10,68,38.23791296265259,-109.3567255
56040,5,31,12,8,8,11,75,38.23791296265259,-109.356456
56041,35,24,12,12,7,1,91,38.23791296265259,-109.3561865
56042,36,21,10,16,6,2,91,38.23791296265259,-109.355917
56043,34,22,9,15,4,1,85,38.23791296265259,-109.3556475
56044,32,22,8,9,3,0,74,38.23791296265259,-109.355378
56045,33,25,9,8,4,0,79,38.23791296265259,-109.3551086
56046,37,22,10,14,7,2,92,38.23791296265259,-109.3548391
56047,35,19,10,17,8,2,91,38.23791296265259,-109.3545696
56048,29,19,10,15,9,1,83,38.23791296265259,-109.3543001
56049,26,23,10,16,8,1,84,38.23791296265259,-109.3540306
56050,22,24,12,15,10,4,87,38.23791296265259,-109.3537611
56051,3,18,12,10,9,12,64,38.23791296265259,-109.3534916
56052,2,27,9,6,10,7,61,38.23791296265259,-109.3532221
56053,2,34,8,5,10,4,63,38.23791296265259,-109.3529526
56054,3,29,8,6,10,5,61,38.23791296265259,-109.3526831
56055,3,27,10,7,13,6,66,38.23791296265259,-109.3524136
56056,1,27,11,3,13,10,65,38.23791296265259,-109.3521441
56057,1,29,11,1,10,14,66,38.23791296265259,-109.3518746
56058,2,32,12,1,11,14,72,38.23791296265259,-109.3516051
56059,3,40,13,1,13,12,82,38.23791296265259,-109.3513356
56060,18,35,14,12,14,0,93,38.237643468067354,-109.4068515
56061,16,37,14,12,14,0,93,38.237643468067354,-109.406582
56062,16,36,14,13,13,0,92,38.237643468067354,-109.4063125
56063,17,36,14,12,13,0,92,38.237643468067354,-109.406043
56064,16,36,14,13,13,0,92,38.237643468067354,-109.4057735
56065,14,36,14,15,13,0,92,38.237643468067354,-109.405504
56066,14,37,14,13,13,0,91,38.237643468067354,-109.4052345
56067,12,39,14,13,14,0,92,38.237643468067354,-109.4049651
56068,12,39,14,14,14,0,93,38.237643468067354,-109.4046956
56069,14,38,14,13,14,0,93,38.237643468067354,-109.4044261
56070,17,35,14,12,14,0,92,38.237643468067354,-109.4041566
56071,17,36,13,12,13,0,91,38.237643468067354,-109.4038871
56072,18,35,13,12,13,0,91,38.237643468067354,-109.4036176
56073,19,34,14,12,13,0,92,38.237643468067354,-109.4033481
56074,19,34,14,12,13,0,92,38.237643468067354,-109.4030786
56075,12,38,15,13,14,0,92,38.237643468067354,-109.4028091
56076,8,44,14,13,15,0,94,38.237643468067354,-109.4025396
56077,7,45,14,12,15,1,94,38.237643468067354,-109.4022701
56078,8,44,14,12,14,0,92,38.237643468067354,-109.4020006
56079,11,43,14,12,14,0,94,38.237643468067354,-109.4017311
56080,11,42,14,13,14,0,94,38.237643468067354,-109.4014616
56081,10,42,14,13,15,0,94,38.237643468067354,-109.4011921
56082,12,41,14,11,13,0,91,38.237643468067354,-109.4009226
56083,15,40,14,11,12,0,92,38.237643468067354,-109.4006531
56084,15,40,15,12,13,0,95,38.237643468067354,-109.4003836
56085,13,40,15,12,14,0,94,38.237643468067354,-109.4001142
56086,12,40,15,13,14,0,94,38.237643468067354,-109.3998447
56087,10,40,14,12,15,0,91,38.237643468067354,-109.3995752
56088,9,41,14,11,15,0,90,38.237643468067354,-109.3993057
56089,8,39,14,12,15,1,89,38.237643468067354,-109.3990362
56090,9,42,14,12,16,0,93,38.237643468067354,-109.3987667
56091,8,43,14,10,16,0,91,38.237643468067354,-109.3984972
56092,6,44,14,10,16,1,91,38.237643468067354,-109.3982277
56093,5,44,13,9,16,1,88,38.237643468067354,-109.3979582
56094,4,46,13,8,15,1,87,38.237643468067354,-109.3976887
56095,6,45,13,10,16,1,91,38.237643468067354,-109.3974192
56096,9,43,14,12,16,0,94,38.237643468067354,-109.3971497
56097,9,42,14,13,15,0,93,38.237643468067354,-109.3968802
56098,8,43,14,13,15,0,93,38.237643468067354,-109.3966107
56099,6,47,13,11,14,1,92,38.237643468067354,-109.3963412
56100,5,49,12,10,14,1,91,38.237643468067354,-109.3960717
56101,6,48,12,10,14,1,91,38.237643468067354,-109.3958022
56102,10,46,12,11,15,0,94,38.237643468067354,-109.3955327
56103,15,39,13,11,14,0,92,38.237643468067354,-109.3952632
56104,14,40,13,11,14,0,92,38.237643468067354,-109.3949938
56105,12,41,14,12,15,0,94,38.237643468067354,-109.3947243
56106,10,42,14,13,15,0,94,38.237643468067354,-109.3944548
56107,10,43,14,13,14,0,94,38.237643468067354,-109.3941853
56108,10,41,14,13,14,0,92,38.237643468067354,-109.3939158
56109,11,40,14,13,15,0,93,38.237643468067354,-109.3936463
56110,9,43,14,13,15,1,95,38.237643468067354,-109.3933768
56111,8,43,14,12,13,1,91,38.237643468067354,-109.3931073
56112,8,41,14,13,13,1,90,38.237643468067354,-109.3928378
56113,7,43,13,13,14,1,91,38.237643468067354,-109.3925683
56114,8,45,13,12,13,1,92,38.237643468067354,-109.3922988
56115,10,43,14,13,12,1,93,38.237643468067354,-109.3920293
56116,11,40,15,14,12,0,92,38.237643468067354,-109.3917598
56117,13,38,14,14,13,0,92,38.237643468067354,-109.3914903
56118,10,40,14,12,14,1,91,38.237643468067354,-109.3912208
56119,12,35,13,13,14,1,88,38.237643468067354,-109.3909513
56120,14,34,13,12,14,0,87,38.237643468067354,-109.3906818
56121,13,37,14,13,14,0,91,38.237643468067354,-109.3904123
56122,11,40,15,14,14,0,94,38.237643468067354,-109.3901429
56123,10,41,15,12,14,1,93,38.237643468067354,-109.3898734
56124,9,41,14,11,15,1,91,38.237643468067354,-109.3896039
56125,8,41,15,12,15,1,92,38.237643468067354,-109.3893344
56126,7,42,14,13,12,2,90,38.237643468067354,-109.3890649
56127,7,42,14,11,11,3,88,38.237643468067354,-109.3887954
56128,8,43,14,13,11,2,91,38.237643468067354,-109.3885259
56129,12,39,13,9,10,1,84,38.237643468067354,-109.3882564
56130,19,32,10,8,7,0,76,38.237643468067354,-109.3879869
56131,21,31,13,11,7,1,84,38.237643468067354,-109.3877174
56132,28,29,14,14,7,1,93,38.237643468067354,-109.3874479
56133,29,30,12,14,6,1,92,38.237643468067354,-109.3871784
56134,25,30,10,11,6,0,82,38.237643468067354,-109.3869089
56135,22,31,11,11,7,0,82,38.237643468067354,-109.3866394
56136,17,37,14,12,9,1,90,38.237643468067354,-109.3863699
56137,18,35,14,12,9,2,90,38.237643468067354,-109.3861004
56138,20,34,14,11,8,2,89,38.237643468067354,-109.3858309
56139,18,37,14,11,9,1,90,38.237643468067354,-109.3855614
56140,11,42,14,12,12,1,92,38.237643468067354,-109.3852919
56141,10,40,14,9,13,2,88,38.237643468067354,-109.3850225
56142,7,34,12,7,12,7,79,38.237643468067354,-109.384753
56143,3,30,12,3,10,12,70,38.237643468067354,-109.3844835
56144,1,30,12,2,10,13,68,38.237643468067354,-109.384214
56145,1,31,11,1,9,13,66,38.237643468067354,-109.3839445
56146,3,34,11,0,8,14,70,38.237643468067354,-109.383675
56147,4,32,11,1,10,11,69,38.237643468067354,-109.3834055
56148,5,32,11,3,12,7,70,38.237643468067354,-109.383136
56149,7,37,10,4,14,4,76,38.237643468067354,-109.3828665
56150,9,31,11,6,11,5,73,38.237643468067354,-109.382597
56151,11,28,11,5,11,5,71,38.237643468067354,-109.3823275
56152,14,32,11,7,11,3,78,38.237643468067354,-109.382058
56153,14,38,11,7,10,1,81,38.237643468067354,-109.3817885
56154,11,42,10,5,9,1,78,38.237643468067354,-109.381519
56155,7,41,8,5,9,2,72,38.237643468067354,-109.3812495
56156,6,40,8,5,9,2,70,38.237643468067354,-109.38098
56157,9,40,9,5,9,2,74,38.237643468067354,-109.3807105
56158,16,40,11,6,10,1,84,38.237643468067354,-109.380441
56159,17,38,12,7,11,1,86,38.237643468067354,-109.3801716
56160,15,38,11,7,11,1,83,38.237643468067354,-109.3799021
56161,11,26,9,9,8,2,65,38.237643468067354,-109.3796326
56162,10,26,10,9,8,3,66,38.237643468067354,-109.3793631
56163,10,39,11,6,10,4,80,38.237643468067354,-109.3790936
56164,7,36,11,7,10,3,74,38.237643468067354,-109.3788241
56165,9,35,11,7,10,3,75,38.237643468067354,-109.3785546
56166,9,37,11,7,10,3,77,38.237643468067354,-109.3782851
56167,9,40,12,8,10,3,82,38.237643468067354,-109.3780156
56168,8,40,14,10,10,3,85,38.237643468067354,-109.3777461
56169,8,38,14,11,10,3,84,38.237643468067354,-109.3774766
